Date,Title,Summary
2023/02/22,Euskal zinemak hainbat golardo lortu ditu Goya sarietan,"Beste behin, euskal zinema protagonista izan da Goya sarietan eta golardo ugari lortu ditu. Zorionak!"
2023/02/22,"Euskal Zinemaren Asteak ""Cinco lobitos"" eta ""Irati"" eramango ditu Gasteizera","""Cinco lobitos"" hiru Goya sari irabazi berri dituen filma, ""La consagración de la primavera"" Telmo Iruretari saria eman dion lana eta ""Irati"" euskal zinemaren 2023ko estreina handia ikusi ahalko dira, besteak beste, Arabako hiriburuko Euskal Zinemaren Astean."
2023/02/21,"Euskal zinemaren murmurioa, piztien orro artean","Telmo Irureta zumaiarrak gizonezko aktore berri onenaren Goya saria irabazi du bart, eta Alauda Ruiz de Azua barakaldarrak zuzendari berri onenarena. ""As bestas"" izan da gaueko garaile nagusia, bederatzi sari bereganatuta. "
2023/02/21,Gau historikoa euskal zinemarentzat Goya Sarietan,"Alauda Ruiz de Azua barakaldarraren Cinco Lobitosek 3 sari potolo eskuratu zituen, tartean zuzendari berri onenarena. Telmo Iruretak lortu zuen sariak ere oso une hunkigarria sortu zuen galan."
2023/02/17,"Telmo Irureta, aktore berri onena","Telmo Irureta zumaiarrak utzi zigun Goya sarien gaueko unerik hunkigarrienetako bat. Aktore berri onenaren Goya eskuetan, gaur, Sevillan bertan, Leire Lasa lankidearekin izan da."
2023/02/20,"'As Bestas' zen faborito, eta bera izan da nagusi Goya Sarietan","Bederatzi sari eskuratu ditu, tartean zuzendari onenarena Rodrigo Sorogoyenentzat. 'Modelo 77' bost Goyarekin geratu da. Carlos Sauraren heriotzak ere markatu du aurtengo ekitaldia."
2023/02/16,"Gaizka Izagirre: ''As Bestas eta Telmo Irureta izan dira, zalantzarik gabe, Goya sarietako protagonistak''","Gaizka Izagirrerekin aritu gara aurtengo Goya sarien inguruan. Kazetariak, zineman aditua ere badenak, larunbat honetako galaren gakoak laburbildu dizkigu, gomendio sorta luzatzearekin batera. Nabarmendu duenez, ""osasun zerbitzuen defentsa eta diskurtso feminista ozen entzun dira Goya sarietan""."
2023/02/16,Alauda Ruiz de Azua: 'Eskerrik asko nire familiari kultura maitatzen erakusteagatik'',"Alauda Ruiz de Azua Barakaldoko zinegileak zuzendari gazte onenaren saria jaso du bere lehen lan luzeagatik, Cinco lobitos-engatik. EITBk parte hartu zuen ekoizpen horretan, eta Laia Costa protagonista (emakumezko aktore onena) eta Susi Sanchez (bigarren mailako aktore onena) ere sartiu dituzte. "
2023/02/16,"Elena Irureta, Telmo Iruretak jaso duen sariaz: ''Inork baino gehiago egin du borroka aktore izateko''","Guztiz hunkituta, aktore berri onenaren izebak azpimarratu du inork baino gehiago merezi zuela saria bere ilobak, aktore izateko eta horraino iristeko egin duen ahaleginagatik."
2023/02/16,"Telmo Irureta, Goya saria jaso duenean: ''Guk ere larrua jotzen dugu''","Aktore zumaiarrak hunkituta jaso du aktore berri onenaren saria bere izeba Elena Iruretaren eskutik, eta desgaitasun fisikoak dituztenen eskubideak aldarrikatu ditu eszenatoki gainean: ""Jendeak ez diezagula muga gehiago jarri""."
2023/02/15,Goya Sariak iruditan,Espainiako akademiak ematen dituen Goya sarien galak utzitako irudiak bildu ditugu bilduma honetan. 
2023/02/16,"Euskal zinemaren ordezkaritza zabala bilduta, Goya Sarien atarikoan","Goya Sarien banaketaren atarian, koktela antolatu du Euskal Irrati Telebistak babesten dituen 7 filmen ordezkariei hauspoa emateko. Han bildu dira euskal zuzendariak, antzezleak, ekoizleak, musika konposatzaileak… 70 lagun baino gehiago."
2023/02/15,"Goya saria jaso eta urtebetera, Urko Olazabal eta Maria Cerezuela aktoreak lanez gainezka daude","Maixabel pelikulan parte hartzeagatik, iaz, antzezlan taldeko aktore onenaren Goya saria jaso zuen Urko Olazabalek; emakumezko aktore berri onenarena, Maria Cerezuelak. Urtebete geroago, pozik daude, proiektuz proiektu."
2023/02/15,Goya Sarietan euskal zinemaren ordezkari diren zazpi filmen lantaldeak batu ditu EITBk,"Goya Sarien banaketaren atarian, koktela antolatu du Euskal Irrati Telebistak babesten dituen 7 filmen ordezkariei hauspoa emateko. Han bildu dira euskal zuzendariak, antzezleak, ekoizleak, musika konposatzaileak… 70 lagun baino gehiago."
2023/02/15,"Euskal zinema, Sevillara begira","Espainiako Zinema Akademiak gaur gauean banatuko ditu Goya Sariak, eta euskal zinema ondo baino hobeto ordezkatuta egongo da bertan, film sozialen, kondaira fantastikoen, animaziozko zinemaren eta zenbait profesional eta teknikari izendaturen bidez. EITBk jarraipen zabala eskainiko du. "
2023/02/16,"Carlos Saura zine zuzendaria hil da, Ohorezko Goya jaso baino egun bat lehenago","91 urte zituela hil da 'Cría cuervos', '¡Ay Carmela!' eta 'El séptimo día' bezalako filmak utzi dituen zuzendaria."
2023/02/24,"Paul Urkijo: ''Nik txikitatik maitatu izan dut euskal mitologia, eta pasioarekin egindako lana da 'Irati''' ","""Irati"" filma, VIII. mendean eta nafar Pirinioetan kokatutako istorioa gaur iritsi da zinema-aretoetara. Paul Urkijo, pelikularen zuzendaria, eta Edurne Azkarate, protagonista, saioan izan dira. Paulek, besteak beste, adierazi du lanaren helburua ""euskal kultura eta mitologiari ohore egitea"" dela."
2023/02/23,"Paul Urkijo: ""Publiko zabalarentzako pelikula bat da 'Irati'""","Zinemetara iritsi da azkenean ""Irati"", Paul Urkijo arabar zinemagilearen bigarren film luzea. Bidaia fantastikoa proposatzen du EITBren parte-hartzea duen produkzio ausartak, sinesmenen, maitasunaren eta euskal iruditerian zehar. "
2023/02/24,"Ugaitz Alegria: ''Aurtengo egitarauan, Harrapazank markak azpi markak ere baditu''","Harrapazank Bilboko Udalak eta Topaguneak antolatzen duten gazteei begirako ekimena da. Bilboko gazteen artean euskararen erabilera bultzatzea du helburu. Ugaitz Alegriak, ekimeneko kideak, ""Hitzokei""-n azaldu duenez, moldatzen joan izan den egitasmoa da Harrapazank, eta azpi markak sortu dira."
2023/02/24,Usoa Zumeta: ''Nire aitak Usurbilen egindako murala apustu potoloa izan zen maila askotan'',"1973an egin zuen Usurbilgo murala Zumetak, Udalaren enkarguz. Horma-irudia zeramikazkoa da, eta frontoiaren atzealdean dago. Bada, 50 urte betetzean, Usurbilgo erakusleiho nagusiena zaharberritu egingo dute. ""Hitzokei"" saioan Usoa Zumeta eta Agurtzane Solobarrieta, Usurbilgo alkatea, izan dira."
2023/02/23,"Mikel Alvarez gidoigilea eta zinemagilea, larunbateko ""Artefaktua"" saioan",'Euskalia' (Elkar) liburuaz hitz egiteko gonbidatu dugu saiora. Denboran aurrera bidaiatzeko aukera eskainiko digu gure burua normalean kokatuta dagoen kontrako aldean ikusteaz gain. 
2023/02/23,Oier Araolaza eta Josu Garate: ''Euskal dantzak AEBko hainbat unibertsitateetan erakutsiko ditugu'',"Oier Araolaza eta Josu Garate Dantzan, Dantzerti, Argia eta Kezkako dantzari eta dantza irakasleak Minnesotan, Idahon eta Boisen arituko dira euskal dantzak erakusten. Euskal dantzak erakusteko asmoz bai, baina aldi berean bertakoengatik ikasteko gogotsu. ""Hitzokei"" saion izan dira bi lagunak."
2023/02/23,"Julen Arbizu: ''Raimundo El Canastero ez da formazio itxi bat, kolektibo bat gara''","""Bizitzeko gogoa"", Ray Herediaren ""Alegria de Vivir"" abestiaren euskarazko bertsioa,  estreinatu du Raimundo El Canastero Lizarrako taldeak. No todo es rumba lan berriaren aurrerapena da ""Bizitzeko gogoa"". Julen Arbizu eta Imanol Viñaras taldekideak ""Hitzokei"" saioan izan dira."
2023/02/23,Ane Cuesta: '''Asko falta da?' film laburra egin baino lehen beldurra sentitu nuen ukitzen nuen gaiarengatik'',"""Asko falta da?"", Ane Cuestaren bigarren film laburra, bortxaketa bati buruzko lana da, flashback bidez kontatua. Emakumeen kontrako indarkeria salatzen du filmak, eta Anek ""Hitzokei"" saioan adierazi duenez ""film laburra egin baino lehen beldurra sentitu nuen ukitzen nuen gaiarengatik""."
2023/02/23,"Haizea Saez de Egilaz: ''Egunkariaren itxiera gogora ekartzeko, bost ekitaldi antolatu ditu Kilometroak 23k''","Kilometroak 23 jaiaren ardura izango duen Oreretako ikastolak, Egunkariaren itxiera oroitzeko, astebeterako ekitaldi sorta bat antolatu du otsailaren 20tik 24ra. Haizea Saez de Egilazek, Kilometroak antolakuntzako kideak, ""Hitzokei"" saioan aste honetan izango diren bost ekitaldien berri eman digu. "
2023/02/23,Hodei Esteban: ''Emaitzaz baino gehiago prozesuaz gozatu nahi dugu'',"Occhi di Farfalla taldearen arima eta sortzaile diren Miren Aranguren eta Hodei Esteban ""Hitzokei"" saioan izan dira, eta ""Iraun"" kaleratutako azken diskoa aurkeztu dute. Lehen aldia da analogikoan grabatu dutena, eta Hodeik adierazi duenez ""emaitzaz baino gehiago prozesuaz gozatu nahi dugu""."
2023/02/22,"Txapelketako fokuetatik urrundu bada ere, lotura estua da bertsoarekin oraindik Etxahun Lekuek","Etxahun Lekue izan da 'Hitzetik Hortzera' programako protagonista. Larrabetzuarrarekin hitz egiteaz gain, bere zenbait bertsoaldi ere ekarriko ditugu gogora. Izan ere, nekez uler daiteke Euskal herriko eta Bizkaiko azken 20 urtetako bertsogintza Lekue gabe."
2023/02/22,"Fede Badiola, aktorea: ''Kabaretak pikantea behar du''","Ondarroako Beikozinik ekoitzitako ikuskizuna da 'Kabareta Truá'. Fede Badiola aktorea eta Alberto Markuerkiaga (Beikozini) gonbidatu ditugu saiora, xehetasunak ezagutzeko."
2023/02/22,Ludopatiaren inguruko hausnarketa proposatzen du ''Raska Nazka'' antzezlanak,"Aitor Vinagret aktorea elkarrizketatu du Urko Aristik ""Hitzokei""n. Txikitatik sormen handikoa izan dela azaldu du, barnean duen mundua gorputzarekin eta ahotsarekin islatzen saiatzen dela kontatzeaz gain. 'Raska Nazka' antzezlanaren ingurukoak hezurmamitu dituzte."
2023/02/22,"Enrikko Rubiños, La Topadora: ''Festa giroko zuzenekoetara bideratutakoa da 'Karma' diskoa''","La Topadora taldeak zuzenean eskaini du ""Muxu"" kantua. Jarraian, Enrikko Rubiños bateria-jotzailea elkarrizketatu du Urkok, diskoaren nondik norakoak hobeto ezagutzeko."
2023/02/22,"Aiora Renteria, Zea Mays: ''Gure eboluzioaren isla da disko berria''","Zea Mays taldeko Aiora Renteriaren bisita izan du Joseba Arguñanok. Talde bizkaitarraren 'Adore, Kemena, Kuraia' disko berriaren inguruan solasean aritu dira. Besteak beste, ekoizpen prozesuaren xehetasunak kontatu ditu Aiorak."
2023/02/22,"Aritz Ibañez: ''Iruinkokoa, Iruñeko inauteri euskalduna, plagio txiki bat da''","Musika, dantza, bertsoak eta herri antzerkia uztartuko ditu 'Iruinkokoa' libertimenduak, otsailaren 19an, Iruñean. ""Hitzetik hortzera"" saioan Aritz Ibañez eta Ihitz Iriart antolatzaileekin izan gara, eta euskaraz egiten den festa handi horren nondik norakoak azaldu dizkigute."
2023/02/20,"Sua Enparantza, ''Irabazi Arte'' telesailari buruz: ''Bigarren denboraldian oso nerabe dator Arene''","Sua Enparantza eta Nahia Sillero aktoreak izan ditugu gonbidatu. ETB1eko ""Irabazi Arte"" telesailaren 2. denboraldia estreinatuko da, eta bi aktoreek denboraldi berriaren nondik norakoak azaldu dizkigute."
2023/02/20,"Sara Azurza, musikaria: ''Pop-soul estiloen inguruko apustua egin dut''","Sara Azurza musikari donostiarra izan da gaurko protagonista ""JA Sukalerrian"" saioan. 'Hemen Berriro' diskoa kaleratu berri du, eta aurkeztera etorri da. Zuzenean ere abestu du ""Ez ohildu"" kantuaren zatitxo bat."
2023/02/20,Santi Leone: ''Maiz ipuinetan nire egoera bat hartu eta muturrera eraman dut'',"""Liztor mutanteak"" Santi Leonen fikziozko lehen lana da. Hamar narrazio biltzen dira bertan, eta errealitatean kokatzen diren arren, pertsonaiek ihes egiteko desira erakusten dute. ""Ez naiz ni hor dauden pertsonaiak baina abiapuntuan ni izan litekeen norbait badago"" adierazi du Leonek."
2023/02/20,"Gorka Zubizarreta: ''Euspot, euskarazko spot lehiaketa, urtetik urtera handitzen joan da''","Euspot, euskarazko spot lehiaketako 12. edizioaren helburua gazteengan bokazio zientifiko eta teknikoak sustatzea da. Gorka Zubizarretak, Euspot-eko kideak, ""Hitzokei"" saioan azaldu duenez, azken urteetan lehiaketan parte hartu duten lanen hazkundea nabarmena izan da bai kalitatean eta kantitatean."
2023/02/18,Irati filmaz eta Goya sariez Izaskun Urkijorekin: Frontoietako hormetara iritsi da Irati; laster aretoetara  ,"Sarietan lentejuela ikusten dugula dio, baina zinegintzan kirol zapatilak eta nekea direla nagusi.  Paul Urkijo anaiarekin osatzen duen tandemaz aritu zaigu Izaskun Urkijo. Bera arkitektua zen duela sei urte, arte zuzendaritzan jarduteko utzi zuen arte. Dekoratuak prestatzeko asko ikertu du."
2023/02/18,Osa eta Mujika: ''Abudance ikuskizunak indarrean dirauen pentsamolde erromantikoa ezbaian jarri nahi du'',"Jaiotz Osa eta Xabier Mujika, Osa+Mujika konpainiako kideak Abundace ikuskizunaren inguruan aritu dira, ""JA Sukalerrian"" saioan. ""Abundance obrak indarrean dirauen pentsamolde erromantikoa ezbaian jarri nahi du, printze eta printzesaren istorioa desagerrarazi nahi du"" azaldu dute biek."
2023/02/17,Odei Barroso: ''Minoria batentzat aritzeak ez dit lotsarik ematen'',"Rapa eta bertsolaritzaren artean, hitzekin jolasean dago beti Odei Barroso, eta beti euskaraz. ""Rapa euskaraz? Egiten didaten lehen galdera izaten da"" adierazi digu Barrosok. ""Niretzat rapa euskaraz egitea ez da planteamendu bat"" eta ""minoria batentzat aritzeak ez dit lotsarik ematen"" gaineratu du."
2023/02/17,"Marina Landa, musika ikertzailea: ''Mina ematen badu ez da maitasuna''","Musikan maitasuna nola landu izan den aztertu du Marina Landak, musika ikertzaileak. ""Kanta erromantikoek orohar mina adierazten dute baina mina ematen badu ez da maitasuna"" adierazi du Marinak ""Hitzokei"" saioan. ""Abesti askotan toxikotasuna eta menpekotasuna nagusitzen da"" gaineratu du."
2023/02/17,"Aritz Ibañez, dantzaria: ''Euskal dantza gure gorputzaren lengoaia da''","Euskalgintzak dantzagintzatik ikasi beharko lituzkeenak bildu ditu Aritzek artikulu batean, Jakin aldizkarian. Euskalgintzarentzat dantza sarea artikulatzeko eta josteko tresna dela dio. ""Euskal dantza gure gorputzaren lengoaia da, euskara gure ahozko hizkuntza den bezala"" adierazi du Aritzek."
2023/02/17,"Felix Muguruza, etnografoa: ''Inauteriak oso iraultzaileak dira''","Inauteriak udaberrian sartzeko errituzko ospakizuntzat jo izan da. Felix Muguruza etnografoak ""Hitzokei"" saioan adierazi duenez, ""inauteriak iraultzaileak dira, egun horietan agintea herriarena baita eta herriak gaizkileak epaitzen baititu, autoritate eklesiastiko eta zibilari aurre eginez""."
2023/02/13,"""Fede handia dugu 'Maldita'ren aukeretan: ikusleek asko maite dute eta erantzun polita jasotzen ari gara""","Amaia Remirez eta Raul de la Fuente zinemagileek film labur dokumental onenaren Goya saria irabaz lezakete larunbatean, Espainiako zinemaren sarietan, ""Maldita: A love song to Sarajevo"" ezberdinak direnei zuzendutako maitasun eta eskertze gutunari esker."
2023/02/13,"Gartxot Unsain, zuzenean: ''Ilargian eseri''","Gartxot Unsainek (Ghau) bakarkako proiektua aurkeztu du zuzenean ""Hitzokei"" saioan, ""Ilargian eseri"" kantua abestuta. Sei abestiz osatutako EPa kaleratu du."
2023/02/13,"Gartxot Unsain, Ghau: ''Sentitzen dudana transmititzea da nire oinarria''","Hainbat taldetan aritu ostean, bakarkako bidea egiteko erabakia hartu du Gartxot Unsain musikari donostiarrak sei kantuz osatutako EP batekin. Proiektuaren xehetasunak azaldu ditu Urko Aristirekin izandako solasaldi honetan."
2023/02/13,Gaiak sortzeko sormen prozesua azaldu digute Josune Aramendik eta Aissa Intxaustik,Bertsolariak gizarteak momentuan bizi duenak kantatzea izaten du helburu askotan. Azpeitian ospatu den Bertso Egunerako propio jarri dituzte bertsoak Josune Aramendik eta Aissa Intxaustik. Gaiak sortzeko sormen prozesua azaldu digute biek.
2023/02/09,Iturriaga eta Irazu: ''Hogei urte inguru egon gara elkarrekin buruz buru aritu gabe'',"Azpeitiako bost elkarte ezberdinetan 200 bertsozale, 12 bertsolari, bi gai jartzaile eta bi musikari elkartu ziren Bertso Eguneko bazkari ezberdinetan. Bertso bazkarietako batean aritu ziren kantuan Unai Iturriaga eta Jexux Mari Irazu, 20 urte inguru buruz buru aritu gabe egon ondoren."
2023/02/09,"Ekaitz Goikoetxea: ""Aforismoa ekaitzaldi bat da, trumoi txikiak lehertu behar lizkiguke geure baitan""","Ekaitz Goikoetxea sortzaileak ""Balio erantzia"" aforismo sorta argitaratu du Balea Zuria argitaletxearen eskutik, Felipe Juaristik hitzaurrean esaten duen bezala, ""hitz egoki eta neurtuekin egia esateko"" hirurehun ahalegin baino gehiago.  "
2023/02/10,Jokin Ayerregaray: ''Famatu askok behar duten baino arropa txikiagoa erabiltzen dute'' ,"Jokin Ayerregaray, modan adituak ""Hitzokei"" saioan adierazi duenez famatu askok behar duten baino arropa txikiagoa erabiltzen dute, argalago sentitzeko. ""Gizonezkoen trajeetan oso esanguratsua da neurri txikiegia erabiltzen dutela askok"" gehitu du."
2023/02/10,"Jokin Oregi, Marie de Jongh konpainia: ''Amets egiteko esna egotea ederra da''","Marie de Jongh Teatroak eta DOOS kolektiboak elkarlanean Esna antzezlana egin dute. Marie de Jongh konpainiako Jokin Oregik azaldu duenez ""Esna antzerki-dantza proiektua da, non esperimentua esperientzia bihurtzen den"". Halaber, ""amets egiteko esna egotea ederra dela"" aitortu digu Oregik."
2023/02/10,Nerea Ibarzabal: ''Tabernaren mikrounibertsoa islatu nahi izan dut nobelan'',"Familia baten taberna jarri du agertoki nagusitzat Ibarzabalek Bar Gloria liburuan, eta hiru protagonisten bizipenak ehunduz osatu du bere lehen nobela. Besteak beste, lana, heldu egitea, desira eta komunikazioa hartu ditu hizpide. Halaber, tabernaren mikrounibertsoa islatu nahi izan du liburuan."
2023/02/10,Aner Peritz: ''Diziplinaren zurruntasunetik irtetzeko modu bat lortu behar da'',"Bertsoa testuinguru ezberdinetan lantzeaz aritu da Aner Peritz 'Hizokei' saioan. Besteak beste, diziplinaren zurruntasunetik irtetzeko modu bat lortu behar dela adierazi du Peritzek, diziplina berari distentsioa zor diogulako."
2023/02/09,Leire Martinez: 'Behartuta sentitzen naiz sare sozialak izatera eta erabiltzera',"'Ta bihar zer?' saioan influencerren munduan murgildu gara. Leire Martinezek, 'La Oreja de Van Gogh' taldeko abeslariak eta influencerrak, azaldu digunez sare sozialak bere lanerako garrantzitsuak direlako erabiltzen ditu. Halaber, behartuta sentitzen da sare sozialak izatera eta erabiltzera."
2023/02/09,''Atomika'' diskoa aurkeztu du Kokein taldeak 'Biba Zuek!' saioan: ''Uste baino harrera hobea izan du lanak'',"1998. urtean sortu zen Kokein taldea, euskara hutsezko rock musika egteko. Haritz Lete eta Zaloa Urain 'Biba Zuek!' saioan izan dira euren 7. diskoa aurkezte aldera: 'Atomika'. (Elkarrizketa osoa, Nahieran)"
2023/02/08,"Elkar zaintzari buruzko eta bikote-harremanen inguruko hausnaketa, 'Toto' antzezlanean","Agurtzane Intxaurraga 'Toto' antzezlanaren zuzendaria eta Miren Gojenola aktorea gonbidatu ditugu ""Hitzokei""ra. Proiektuaren nondik norakoez hitz egin dute Urko Aristirekin."
2023/02/09,Nerea Ibarzabal: 'Sortzaileok lokatzetara jaitsi behar dugu huts egiteko. Bestela orri zuri bat izango genuen',"Markinar idazleak ""Bar Gloria"" liburua kaleratu du, tabernako ke, zerrauts eta koipe artean urtzear egon litezkeen zenbait mundu ipuinen eite iradokitzaile eta atzigaitzaz harrapatzen dituen eleberria."
2023/02/24,Urkullu lehendakariak Errusiaren inbasioaren gaitzespena berretsi du,"Ukrainako errefuxiatuei harrera egiteko jarraipen-mahaiak gaur goizean egindako bileraren ondoren, Euskadiren eta Ukrainaren arteko elkartasuna aitortzeko ekitaldi bat egin da Lehendakaritzan. "
2023/02/24,"""Txetx"" Etcheverry eta Beatrice Molle epaitzeko eskatu du Terrorismoaren aurkako Frantziako Fiskaltzak","2016an Luhuson egindako polizia operazioan bost pertsona atxilotu zituzten: ""Txetx"" Etcheverry, Beatrice Molle, Stephane Etchegaray ""Etxe"", Mixel Berhokoirigoin eta Mixel Bergougnan. ""Etxe"" errugabe jotzea eskatu du Fiskaltzak, eta azken biak 2017an eta 2021ean hil ziren. "
2023/02/24,Ukrainako Errefuxiatuen Harrerarako Jarraipen Mahaiaren bilera,"Urkullu lehendakaria Ukrainako Errefuxiatuen Harrerarako Jarraipen Mahaiaren bileraren buru da, eta bertan ""Ukraina-Euskadi: elkartasunaren urtebeteko memoria"" dokumentua aurkeztuko da."
2023/02/24,Oposizioak Gasteizko Mendietako Parke Naturala sortzea eta Azazetako proiektua geldiaraztea eskatu du,"EH Bilduk, Elkarrekin Podemos-IUk eta PP+Cs-ek Jaurlaritzari eskatu diote Gasteizko Mendi Garaietako Parke Natural izendapena sustatzeko tramitazioa berriz hasteko, eta Azazetako proiektu eolikoa geldiarazteko kautelazko neurriak hartzeko. Hala ere, EAJk eta PSEk ez dute testua onartu."
2023/02/24,Eusko Legebiltzarrak minutu bateko isilunearekin gogoratu ditu Fernando Buesa eta Enrique Casas,Eusko Legebiltzarrak minutu bateko isilunea egin du gaur ETAk 2000. urtean hildako Fernando Buesa eta 1984an Komando Autonomo Antikapitalistek hildako Enrique Casas sozialisten omenez.
2023/02/24,Fernando Buesari omenaldia Gasteizko Europa Jauregian,"Sara Buesak, Fundazioaren lehendakariorde eta Fernando Buesaren alabak gidatu du ekitaldia. Oroimenaz eta orainari buruz hitz egin du. Saminari aurrez aurre begiratzeko moduaz jardun du, gorrotorik gabeko eta itxaropenean oinarritutako etorkizuna eraiki ahal izateko."
2023/02/23,Noizko egongo da bukatuta Abiadura Handiko Trena Euskadin?,"Azken aurreikuspenaren arabera, 2027rako egongo litzateke, baina ez osorik. Ordurako ez lirateke prest egongo Bilboko eta Gasteizko lurrazpiko geltokiak."
2023/02/23,"Voxek astelehenean erregistratuko du zentsura-mozioa, Ramon Tamames hautagai dela","Ekonomialari, historialari eta idazleak 90 urte beteko ditu azaroan. Haren iragan komunistak bere hautagaitza erabat bideraezina egiten zuen eskuin muturreko alderdi batek bultzatutako mozio batean."
2023/02/23,Espainiak sei Leopard tanke bidaliko ditu Ukrainara,"Margarita Robles Defentsa ministroak ""zuhurtziagatik"" ez du zehaztu zenbat arma bidaliko dituzten, baina esan du orain arte 54 bidalketa egin dituztela (42 airez eta gainerakoak lurrez eta itsasoz)."
2023/02/23,"Jose Ignacio Asensio: ""Ez gara egongo nortasunean eta independentzian oinarritutako akordioetan""","Zubietako Erraustegiaren isurien inguruan Ekopolek egindako txostenaz galdetuta, PSE-EEko Gipuzkoako Aldundirako ahaldun nagusigaiak esan du  “harro” dagoela azpiegituraz eta GHKk erraustegiaren kontrol “zorrotz eta publikoa” egiten duela."
2023/02/22,"Fernando Buesa eta Jorge Diez omendu dituzte Gasteizen, ETAk hil eta 23 urtera","Omenaldia Arabako hiriburuan egin da, Buesa eta Diez oroitzeko altxatu zen monolitoaren ondoan, 2000ko otsailaren 22an bonba-auto baten bidez hil zituzten lekuan."
2023/02/22,Sanchezek Frantziari eskatuko dio AHTaren lotura bukatzeko epea errespetatzeko,"Aitor Esteban EAJko diputatuari erantzunez, Pedro Sanchez Espainiako Gobernuko presidenteak onartu du ""ustekabean"" harrapatu duela azpiegitura 2042ra arte luzatuko dela dioen Frantziaren txosten batek."
2023/02/22,Iruñeko emakume batek kereila bat aurkeztu du frankismoan jasandako torturengatik,"Maria Concepcion Edoren salaketarekin batera, beste hiru kereila aurkeztu dituzte beste epaitegi batzuetan gizateriaren aurkako krimenengatik, Argentinako Kereilari Laguntzeko Estatuko Koordinakundeak azaldu duenez."
2023/02/22,Francori ohorezko titulu guztiak kendu dizkio Gipuzkoako Aldundiak,"Besteak beste, seme kutunaren titulua eta Foru Aldundiko ohorezko presidentearena kendu dizkio Francisco Franco diktadoreari."
2023/02/22,Aldiriko trenen eskualdatzearen proposamenak ez ditu erabat betetzen Jaurlaritzaren helburuak,"Bingen Zupiriaren hitzetan proposamena sakon aztertzen ari dira dagokion sailetan. Proposamenean aurrerapausoak egin direla onartu du, batik bat, finantzazioa Kupoaren bidetik egitea aurreikusten delako. Adostasunera udal-hauteskundeen aurretik iristea ona litzatekeela ere onartu du."
2023/02/22,Martxoak 3 elkarteak ez du nahi Espainiako Gobernuak Biktimen Oroimenezko Zentroan parte hartzea,"Martxoak 3k eta Memoria Garak akordioa sinatuko dute Gogora Institutuarekin, biktimek ere fundazioan ordezkaritza izan dezaten. Horretarako, negoziazioetan aritu dira azken hilabetean."
2023/02/22,"Udaltzaingoaren armen erabilera, aztergai Legebiltzarrean","Nahiz eta Poliziaren legeak adierazi denek eraman behar dutela, tokian tokiko alkateen esku geratzen da azken erabakia. Muturreko bi kasu hartu ditugu: Bizkaian, ia herri guztietan arma daramate, Ondarroa da salbuespenetako bat. Gipuzkoan, aldiz, kontrakoa, herri gehienetan ez dute pistolarik."
2023/02/23,"Otamendi: 'Min handia egin ziguten, baina jendearen berotasunak kalte hori sendatu zuen'",Egunkariaren itxierarekin abiatu zen bidea hizpide duen ekitaldia egin dute Errenterian. Gertatutakoagatik erreparaziorik ez dutela jaso gogoratu dute gaur Errenterian.
2023/02/22,20 urte Euskaldunon Egunkaria itxi zutela Auzitegi Nazionalaren aginduz,Egunkariaren zuzendaritzako 10 lagun atxilotu zituen Guardia Zibilak. Inkomunikatuta egon ziren bitartean torturatuak izan zirela salatu zuten atxilotuek. Milaka lagun irten ziren manifestazioan Egunkariaren itxieraren kontra.
2023/02/23,Iruñeak panteoi berri bat izango du gerraren eta frankismoaren biktimentzat,"Hitzarmen berri batek hiru egoera jasoko ditu: gorpuzkiak identifikatzea ezinezkoa izatea, senideei eman ezin izana eta familiek beraiek eskatzea."
2023/02/22,Zein egoeratan dago Usansoloren desanexio-prozesua eta zeintzuk dira hurrengo urratsak?,"Udalerria sortzeko prozesuak aurrerapausoak ematen jarrai dezake. Horrela, orain Bizkaiko Foru Aldundiari dagokio kudeaketa batzorde bat sortzea, hauteskundeak egin arte udal baten funtzioak beteko dituena."
2023/02/22,Gasteizko harrera zentroaren inguruko lantaldea osatuko dute Eusko Jaurlaritzak eta Espainiako Gobernuak,"Denis Itxaso Espainiako Gobernuak EAEn duen ordezkariak espero du EAJk eta PSE-EEk lortutako akordioak gai hori ""hauteskunde polemiketatik kanpo"" uztea."
2023/02/22,EAEko Justizia Auzitegi Nagusiak atzera bota du Usansolo Galdakaotik bereizteko galarazpena,"Iazko abenduaren 30ean Bizkaiko Batzar Nagusiek hartutako erabakiaren aurka egin zuen Estatuko Abokatutzak, udalerri bihurtzeko baldintzak betetzen ez zituela iritzita."
2023/02/22,"EH Bilduren aburuz, gazteei zuzendutako emantzipazio laguntza ez da ''nahikoa'' eta ez da ''erroko aldaketa''","Eraitz Saez de Egilaz EH Bilduko legebiltzarkidea komunikabideen aurrean agertu da astelehen honetan, Eusko Jaurlaritzak iragarritako gazteentzako emantzipazio laguntzari buruz hitz egiteko. 2024an hilean 300 euroko laguntza martxan jartzea da asmoa, gehienez bi urtez, 25 eta 29 urte artekoentzat."
2023/02/21,"Borrasen kontratuen onuradunak onartu du ""lanak banatzea"" adostu zutela","Bestalde, Borrasek berak ukatu egin du ""ezelako deliturik"" egin izana."
